#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
SFXN4--INTS3	1	SFXN4	1178	chr10:119165537:-	INTS3	33458	chr1:153764690:+	ONLY_REF_SPLICE	m64139_220127_180020/122880557/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr1]"]	0.226	1.0	True
SGMS1--MCMBP	1	SGMS1	16133	chr10:50327205:-	MCMBP	28227	chr10:119859884:-	ONLY_REF_SPLICE	m64139_220127_180020/33685614/ccs	0.226	["INTRACHROMOSOMAL[chr10:69.20Mb]"]	0.226	1.0	True
SGSH--RNF213	1	SGSH	2894	chr17:80217032:-	RNF213	19604	chr17:80287815:+	ONLY_REF_SPLICE	m64139_220127_180020/56297404/ccs	0.226	["INTRACHROMOSOMAL[chr17:0.04Mb]","LOCAL_INVERSION:-:+:[39943]"]	0.226	1.0	True
SH3D21--CAMK2G	1	SH3D21	7898	chr1:36321778:+	CAMK2G	19478	chr10:73873083:-	ONLY_REF_SPLICE	m64139_220127_180020/41156761/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr10]"]	0.226	1.0	True
SH3TC1--CCNG2	1	SH3TC1	5168	chr4:8205366:+	CCNG2	33693	chr4:77158533:+	ONLY_REF_SPLICE	m64139_220127_180020/39977228/ccs	0.226	["INTRACHROMOSOMAL[chr4:68.92Mb]"]	0.226	1.0	True
SHARPIN--TRIP6	1	SHARPIN	4462	chr8:144103051:-	TRIP6	14735	chr7:100871543:+	ONLY_REF_SPLICE	m64139_220127_180020/29754431/ccs	0.226	["INTERCHROMOSOMAL[chr8--chr7]"]	0.226	1.0	True
SHCBP1--SLC12A6	1	SHCBP1	1123	chr16:46621257:-	SLC12A6	20791	chr15:34336601:-	ONLY_REF_SPLICE	m64139_220127_180020/146014957/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr15]"]	0.226	1.0	True
PPIL2--MTF2	1	PPIL2	3410	chr22:21670611:+	MTF2	38421	chr1:93127232:+	ONLY_REF_SPLICE	m64139_220127_180020/16319691/ccs	0.226	["INTERCHROMOSOMAL[chr22--chr1]"]	0.226	1.0	True
SHOC2--DYM	1	SHOC2	20532	chr10:111009385:+	DYM	33361	chr18:49430447:-	ONLY_REF_SPLICE	m64139_220127_180020/163317512/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr18]"]	0.226	1.0	True
SEC14L1--ZNF236	1	SEC14L1	8880	chr17:77143659:+	ZNF236	40467	chr18:76868685:+	ONLY_REF_SPLICE	m64139_220127_180020/178195277/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr18]"]	0.226	1.0	True
SEC14L1--ZBTB43	1	SEC14L1	8880	chr17:77143659:+	ZBTB43	37701	chr9:126832487:+	ONLY_REF_SPLICE	m64139_220127_180020/21889273/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr9]"]	0.226	1.0	True
SDAD1--LMNB1	1	SDAD1	1211	chr4:75990752:-	LMNB1	37081	chr5:126832694:+	ONLY_REF_SPLICE	m64139_220127_180020/159187482/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr5]"]	0.226	1.0	True
RSBN1L--ZNF597	1	RSBN1L	3007	chr7:77736526:+	ZNF597	19753	chr16:3440933:-	ONLY_REF_SPLICE	m64139_220127_180020/73859295/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr16]"]	0.226	1.0	True
RNF213--EVL	1	RNF213	71718	chr17:80390196:+	EVL	107492	chr14:100141180:+	ONLY_REF_SPLICE	m64139_220127_180020/46269163/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr14]"]	0.226	1.0	True
RNF216--KYAT3	1	RNF216	22483	chr7:5711761:-	KYAT3	36733	chr1:88969467:-	ONLY_REF_SPLICE	m64139_220127_180020/133759816/ccs	0.226	[]	0.226	1.0	True
RNMT--AKT2	1	RNMT	11884	chr18:13752427:+	AKT2	35652	chr19:40255269:-	ONLY_REF_SPLICE	m64139_220127_180020/97125244/ccs	0.226	["INTERCHROMOSOMAL[chr18--chr19]"]	0.226	1.0	True
RPL17--SDCBP	1	RPL17	2716	chr18:49490793:-	SDCBP	16889	chr8:58578033:+	ONLY_REF_SPLICE	m64139_220127_180020/54068636/ccs	0.226	["INTERCHROMOSOMAL[chr18--chr8]"]	0.226	1.0	True
RPL23AP7--TMEM255B	1	RPL23AP7	4553	chr22:50785293:+	TMEM255B	19195	chr13:113795148:+	ONLY_REF_SPLICE	m64139_220127_180020/15206382/ccs	0.226	[]	0.226	1.0	True
RPL36--SET	1	RPL36	4996	chr19:5690600:+	SET	13939	chr9:128691170:+	ONLY_REF_SPLICE	m64139_220127_180020/103219543/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr9]"]	0.226	1.0	True
RPN1--ZNF644	1	RPN1	4377	chr3:128644919:-	ZNF644	22282	chr1:90982370:-	ONLY_REF_SPLICE	m64139_220127_180020/170526442/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr1]"]	0.226	1.0	True
RPRD2--ENSA	1	RPRD2	10465	chr1:150446401:+	ENSA	27611	chr1:150625808:-	ONLY_REF_SPLICE	m64139_220127_180020/19859069/ccs	0.226	["INTRACHROMOSOMAL[chr1:0.12Mb]"]	0.226	1.0	True
RPS5--SRRM2	1	RPS5	4707	chr19:58393487:+	SRRM2	12185	chr16:2757472:+	ONLY_REF_SPLICE	m64139_220127_180020/113773077/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr16]"]	0.226	1.0	True
RREB1--CTBP1	1	RREB1	1464	chr6:7108060:+	CTBP1	41050	chr4:1241519:-	ONLY_REF_SPLICE	m64139_220127_180020/2771/ccs	0.226	["INTERCHROMOSOMAL[chr6--chr4]"]	0.226	1.0	True
RREB1--GLUD1	1	RREB1	9653	chr6:7189322:+	GLUD1	43748	chr10:87076656:-	ONLY_REF_SPLICE	m64139_220127_180020/54069043/ccs	0.226	["INTERCHROMOSOMAL[chr6--chr10]"]	0.226	1.0	True
RRM2--CLIP4	1	RRM2	11913	chr2:10141954:+	CLIP4	29593	chr2:29131258:+	ONLY_REF_SPLICE	m64139_220127_180020/44172812/ccs	0.226	["INTRACHROMOSOMAL[chr2:18.97Mb]"]	0.226	1.0	True
RSRC1--CCNL1	1	RSRC1	28921	chr3:158461003:+	CCNL1	46730	chr3:157152241:-	ONLY_REF_SPLICE	m64139_220127_180020/154077546/ccs	0.226	["INTRACHROMOSOMAL[chr3:0.95Mb]"]	0.226	1.0	True
SCLT1--SLC39A8	1	SCLT1	1531	chr4:129093070:-	SLC39A8	47432	chr4:102315830:-	ONLY_REF_SPLICE	m64139_220127_180020/112396887/ccs	0.226	["INTRACHROMOSOMAL[chr4:26.43Mb]"]	0.226	1.0	True
RSRP1--DYM	1	RSRP1	13852	chr1:25245150:-	DYM	21704	chr18:49430447:-	ONLY_REF_SPLICE	m64139_220127_180020/29426064/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr18]"]	0.226	1.0	True
RSRP1--NPIPB5	1	RSRP1	13852	chr1:25245150:-	NPIPB5	47490	chr16:22532060:+	ONLY_REF_SPLICE	m64139_220127_180020/85722464/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr16]"]	0.226	1.0	True
RSRP1--TCF25	1	RSRP1	13852	chr1:25245150:-	TCF25	32616	chr16:89895038:+	ONLY_REF_SPLICE	m64139_220127_180020/7407739/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr16]"]	0.226	1.0	True
RSRP1--ZBTB1	1	RSRP1	8720	chr1:25267740:-	ZBTB1	24277	chr14:64521487:+	ONLY_REF_SPLICE	m64139_220127_180020/43058070/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr14]"]	0.226	1.0	True
RSU1--SMARCC1	1	RSU1	6244	chr10:16752539:-	SMARCC1	46011	chr3:47590837:-	ONLY_REF_SPLICE	m64139_220127_180020/6094967/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr3]"]	0.226	1.0	True
SAMD9L--AGTPBP1	1	SAMD9L	1192	chr7:93148194:-	AGTPBP1	26671	chr9:85646418:-	ONLY_REF_SPLICE	m64139_220127_180020/149357013/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr9]"]	0.226	1.0	True
SAMD9L--SMC6	1	SAMD9L	1192	chr7:93148194:-	SMC6	21391	chr2:17745951:-	ONLY_REF_SPLICE	m64139_220127_180020/80742254/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr2]"]	0.226	1.0	True
SAR1A--ERAP2	1	SAR1A	1111	chr10:70170413:-	ERAP2	36902	chr5:96912637:+	ONLY_REF_SPLICE	m64139_220127_180020/57081954/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr5]"]	0.226	1.0	True
SCAF8--CAPZB	1	SCAF8	4745	chr6:154778045:+	CAPZB	33453	chr1:19419750:-	ONLY_REF_SPLICE	m64139_220127_180020/101123792/ccs	0.226	["INTERCHROMOSOMAL[chr6--chr1]"]	0.226	1.0	True
SCAMP2--MAP4K1	1	SCAMP2	7682	chr15:74848600:-	MAP4K1	31713	chr19:38593337:-	ONLY_REF_SPLICE	m64139_220127_180020/80282207/ccs	0.226	["INTERCHROMOSOMAL[chr15--chr19]"]	0.226	1.0	True
SCAP--RBM5	1	SCAP	7397	chr3:47435008:-	RBM5	31335	chr3:50099982:+	ONLY_REF_SPLICE	m64139_220127_180020/70910671/ccs	0.226	["INTRACHROMOSOMAL[chr3:2.61Mb]"]	0.226	1.0	True
SCLT1--AP1AR	1	SCLT1	21376	chr4:128952769:-	AP1AR	41219	chr4:112253208:+	ONLY_REF_SPLICE	m64139_220127_180020/46336310/ccs	0.226	["INTRACHROMOSOMAL[chr4:16.59Mb]"]	0.226	1.0	True
PPP2CA--RFTN1	1	PPP2CA	4027	chr5:134205922:-	RFTN1	25577	chr3:16434037:-	ONLY_REF_SPLICE	m64139_220127_180020/146540673/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr3]"]	0.226	1.0	True
NUP210--RNF41	1	NUP210	23813	chr3:13351879:-	RNF41	50627	chr12:56216613:-	ONLY_REF_SPLICE	m64139_220127_180020/135856433/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr12]"]	0.226	1.0	True
PPA1--PDCD4	1	PPA1	2707	chr10:70230341:-	PDCD4	20478	chr10:110881233:+	ONLY_REF_SPLICE	m64139_220127_180020/125044310/ccs	0.226	["INTRACHROMOSOMAL[chr10:40.64Mb]"]	0.226	1.0	True
OGA--CLK4	1	OGA	11327	chr10:101797980:-	CLK4	33401	chr5:178613843:-	ONLY_REF_SPLICE	m64139_220127_180020/35523089/ccs	0.226	[]	0.226	1.0	True
NLRP1--HNRNPH3	1	NLRP1	6216	chr17:5581859:-	HNRNPH3	44143	chr10:68337199:+	ONLY_REF_SPLICE	m64139_220127_180020/86770456/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr10]"]	0.226	1.0	True
NOL10--BRWD3	1	NOL10	1192	chr2:10689796:-	BRWD3	82374	chrX:80684162:-	ONLY_REF_SPLICE	m64139_220127_180020/158598821/ccs	0.226	["INTERCHROMOSOMAL[chr2--chrX]"]	0.226	1.0	True
NOL8--BIRC6	1	NOL8	4866	chr9:92321668:-	BIRC6	73194	chr2:32501713:+	ONLY_REF_SPLICE	m64139_220127_180020/179372716/ccs	0.226	["INTERCHROMOSOMAL[chr9--chr2]"]	0.226	1.0	True
NOP14--TBC1D14	1	NOP14	3353	chr4:2956670:-	TBC1D14	23839	chr4:6923373:+	ONLY_REF_SPLICE	m64139_220127_180020/12453445/ccs	0.226	["INTRACHROMOSOMAL[chr4:3.95Mb]"]	0.226	1.0	True
NOP58--SNX9	1	NOP58	2328	chr2:202275189:+	SNX9	42404	chr6:157928599:+	ONLY_REF_SPLICE	m64139_220127_180020/83690898/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr6]"]	0.226	1.0	True
NPIPB3--CEP95	1	NPIPB3	8306	chr16:21421806:-	CEP95	30108	chr17:64522702:+	ONLY_REF_SPLICE	m64139_220127_180020/120717687/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr17]"]	0.226	1.0	True
NPIPB3--MLLT10	1	NPIPB3	12312	chr16:21410934:-	MLLT10	30018	chr10:21586294:+	ONLY_REF_SPLICE	m64139_220127_180020/90900673/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr10]"]	0.226	1.0	True
NR1H2--CD99	1	NR1H2	3334	chr19:50352606:+	CD99	27839	chrY:2726260:+	ONLY_REF_SPLICE	m64139_220127_180020/177932560/ccs	0.226	["INTERCHROMOSOMAL[chr19--chrX]"]	0.226	1.0	True
NR3C1--RBM39	1	NR3C1	10508	chr5:143399656:-	RBM39	26469	chr20:35742113:-	ONLY_REF_SPLICE	m64139_220127_180020/170067048/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr20]"]	0.226	1.0	True
NREP--FER	1	NREP	6917	chr5:111755770:-	FER	26888	chr5:108798124:+	ONLY_REF_SPLICE	m64139_220127_180020/31195392/ccs	0.226	["INTRACHROMOSOMAL[chr5:2.47Mb]"]	0.226	1.0	True
NSD1--FANCA	1	NSD1	5111	chr5:177136030:+	FANCA	72468	chr16:89775815:-	ONLY_REF_SPLICE	m64139_220127_180020/5505389/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr16]"]	0.226	1.0	True
NSF--DDX17	1	NSF	19398	chr17:46704854:+	DDX17	39148	chr22:38501280:-	ONLY_REF_SPLICE	m64139_220127_180020/72943524/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr22]"]	0.226	1.0	True
NSF--TPT1	1	NSF	23687	chr17:46713986:+	TPT1	37587	chr13:45339602:-	ONLY_REF_SPLICE	m64139_220127_180020/149816354/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr13]"]	0.226	1.0	True
NSL1--CAPZA1	1	NSL1	3463	chr1:212784363:-	CAPZA1	28776	chr1:112654465:+	ONLY_REF_SPLICE	m64139_220127_180020/116262016/ccs	0.226	["INTRACHROMOSOMAL[chr1:100.05Mb]"]	0.226	1.0	True
NT5C3A--DIAPH1	1	NT5C3A	9242	chr7:33021272:-	DIAPH1	21605	chr5:141583615:-	ONLY_REF_SPLICE	m64139_220127_180020/166527228/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr5]"]	0.226	1.0	True
NT5DC1--KPNA5	1	NT5DC1	6609	chr6:116117945:+	KPNA5	45835	chr6:116741506:+	ONLY_REF_SPLICE	m64139_220127_180020/103613090/ccs	0.226	["INTRACHROMOSOMAL[chr6:0.43Mb]"]	0.226	1.0	True
NUDT5--HINT1	1	NUDT5	9045	chr10:12172765:-	HINT1	25964	chr5:131159611:-	ONLY_REF_SPLICE	m64139_220127_180020/108856318/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr5]"]	0.226	1.0	True
NUFIP2--ENSG00000284691	1	NUFIP2	1366	chr17:29293783:-	ENSG00000284691	21568	chr7:150407584:+	ONLY_REF_SPLICE	m64139_220127_180020/139462256/ccs	0.226	[]	0.226	1.0	True
NUP210--PSMD13	1	NUP210	23813	chr3:13351879:-	PSMD13	51542	chr11:244041:+	ONLY_REF_SPLICE	m64139_220127_180020/140511397/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr11]"]	0.226	1.0	True
NUP214--TAOK1	1	NUP214	11925	chr9:131140710:+	TAOK1	62006	chr17:29467145:+	ONLY_REF_SPLICE	m64139_220127_180020/58458215/ccs	0.226	["INTERCHROMOSOMAL[chr9--chr17]"]	0.226	1.0	True
NUP42--ANXA2R-AS1	1	NUP42	3973	chr7:23187146:+	ANXA2R-AS1	16417	chr5:43043472:+	ONLY_REF_SPLICE	m64139_220127_180020/37880703/ccs	0.226	[]	0.226	1.0	True
NUP42--TAOK1	1	NUP42	2878	chr7:23185298:+	TAOK1	16179	chr17:29451455:+	ONLY_REF_SPLICE	m64139_220127_180020/117639592/ccs	0.226	[]	0.226	1.0	True
NUP42--TARBP1	1	NUP42	1366	chr7:23182206:+	TARBP1	16524	chr1:234472811:-	ONLY_REF_SPLICE	m64139_220127_180020/19728260/ccs	0.226	[]	0.226	1.0	True
NUP98--HADHB	1	NUP98	1393	chr11:3797400:-	HADHB	57842	chr2:26263380:+	ONLY_REF_SPLICE	m64139_220127_180020/51118203/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr2]"]	0.226	1.0	True
NUSAP1--C11orf54	1	NUSAP1	15641	chr15:41377304:+	C11orf54	24231	chr11:93747297:+	ONLY_REF_SPLICE	m64139_220127_180020/53937413/ccs	0.226	["INTERCHROMOSOMAL[chr15--chr11]"]	0.226	1.0	True
NVL--MTHFD1L	1	NVL	20010	chr1:224275339:-	MTHFD1L	51808	chr6:150955995:+	ONLY_REF_SPLICE	m64139_220127_180020/67896968/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr6]"]	0.226	1.0	True
OAZ1--PHF23	1	OAZ1	1236	chr19:2269744:+	PHF23	10228	chr17:7237477:-	ONLY_REF_SPLICE	m64139_220127_180020/179047220/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr17]"]	0.226	1.0	True
NKTR--MVP	1	NKTR	15410	chr3:42632823:+	MVP	46225	chr16:29844493:+	ONLY_REF_SPLICE	m64139_220127_180020/114100223/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr16]"]	0.226	1.0	True
NHLRC3--ATP5F1C	1	NHLRC3	2406	chr13:39039711:+	ATP5F1C	15489	chr10:7797047:+	ONLY_REF_SPLICE	m64139_220127_180020/2687953/ccs	0.226	[]	0.226	1.0	True
NFKBIA--DUSP16	1	NFKBIA	1332	chr14:35404418:-	DUSP16	16760	chr12:12487187:-	ONLY_REF_SPLICE	m64139_220127_180020/155714788/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr12]"]	0.226	1.0	True
NCOA3--DNAJC5	1	NCOA3	1133	chr20:47502019:+	DNAJC5	32579	chr20:63928335:+	ONLY_REF_SPLICE	m64139_220127_180020/25888166/ccs	0.226	["INTRACHROMOSOMAL[chr20:16.24Mb]"]	0.226	1.0	True
SIN3B--ILF3	1	SIN3B	17465	chr19:16871398:+	ILF3	30601	chr19:10670516:+	ONLY_REF_SPLICE	m64139_220127_180020/133562946/ccs	0.226	["INTRACHROMOSOMAL[chr19:6.14Mb]"]	0.226	1.0	True
MVB12A--RAB3GAP2	1	MVB12A	2784	chr19:17413305:+	RAB3GAP2	31208	chr1:220196398:-	ONLY_REF_SPLICE	m64139_220127_180020/49349302/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr1]"]	0.226	1.0	True
MX2--ZNF148	1	MX2	14732	chr21:41382564:+	ZNF148	45642	chr3:125279247:-	ONLY_REF_SPLICE	m64139_220127_180020/105185917/ccs	0.226	["INTERCHROMOSOMAL[chr21--chr3]"]	0.226	1.0	True
MZB1--MXI1	1	MZB1	1402	chr5:139389680:-	MXI1	11375	chr10:110228189:+	ONLY_REF_SPLICE	m64139_220127_180020/172952241/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr10]"]	0.226	1.0	True
NBN--ZNF706	1	NBN	7835	chr8:89978220:-	ZNF706	42036	chr8:101201743:-	ONLY_REF_SPLICE	m64139_220127_180020/74908608/ccs	0.226	["INTRACHROMOSOMAL[chr8:11.17Mb]"]	0.226	1.0	True
NCAPG2--CGRRF1	1	NCAPG2	31566	chr7:158644289:-	CGRRF1	42123	chr14:54530049:+	ONLY_REF_SPLICE	m64139_220127_180020/65735047/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr14]"]	0.226	1.0	True
NCF1--LAPTM5	1	NCF1	8601	chr7:74783632:+	LAPTM5	22731	chr1:30735265:-	ONLY_REF_SPLICE	m64139_220127_180020/84279887/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr1]"]	0.226	1.0	True
NCF1C--PSME2	1	NCF1C	6343	chr7:75162326:-	PSME2	14612	chr14:24145752:-	ONLY_REF_SPLICE	m64139_220127_180020/175964565/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr14]"]	0.226	1.0	True
NCK1-DT--FCRL5	1	NCK1-DT	1872	chr3:136861747:-	FCRL5	28147	chr1:157527895:-	ONLY_REF_SPLICE	m64139_220127_180020/145032785/ccs	0.226	[]	0.226	1.0	True
NCKAP1L--PSMC2	1	NCKAP1L	12044	chr12:54517938:+	PSMC2	40712	chr7:103353921:+	ONLY_REF_SPLICE	m64139_220127_180020/104727952/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr7]"]	0.226	1.0	True
NCOA1--USP7	1	NCOA1	15868	chr2:24697798:+	USP7	65096	chr16:8899757:-	ONLY_REF_SPLICE	m64139_220127_180020/89785730/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr16]"]	0.226	1.0	True
NCOA3--ABHD12	1	NCOA3	1133	chr20:47502019:+	ABHD12	32961	chr20:25339351:-	ONLY_REF_SPLICE	m64139_220127_180020/165741779/ccs	0.226	["INTRACHROMOSOMAL[chr20:22.11Mb]"]	0.226	1.0	True
NCOA3--LIMS1	1	NCOA3	1133	chr20:47502019:+	LIMS1	41591	chr2:108659605:+	ONLY_REF_SPLICE	m64139_220127_180020/49284093/ccs	0.226	["INTERCHROMOSOMAL[chr20--chr2]"]	0.226	1.0	True
NFATC3--SCYL2	1	NFATC3	6685	chr16:68123121:+	SCYL2	29422	chr12:100282943:+	ONLY_REF_SPLICE	m64139_220127_180020/67504230/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr12]"]	0.226	1.0	True
NCOA3--NPEPPS	1	NCOA3	10098	chr20:47633636:+	NPEPPS	60102	chr17:47619737:+	ONLY_REF_SPLICE	m64139_220127_180020/149882235/ccs	0.226	["INTERCHROMOSOMAL[chr20--chr17]"]	0.226	1.0	True
NCOA7--ATP9B	1	NCOA7	6934	chr6:125815404:+	ATP9B	36921	chr18:79110355:+	ONLY_REF_SPLICE	m64139_220127_180020/108791012/ccs	0.226	["INTERCHROMOSOMAL[chr6--chr18]"]	0.226	1.0	True
NCOA7--STRBP	1	NCOA7	6934	chr6:125815404:+	STRBP	35735	chr9:123184298:-	ONLY_REF_SPLICE	m64139_220127_180020/49021504/ccs	0.226	["INTERCHROMOSOMAL[chr6--chr9]"]	0.226	1.0	True
NCOR1--RABEP1	1	NCOR1	47586	chr17:16057514:-	RABEP1	64363	chr17:5308694:+	ONLY_REF_SPLICE	m64139_220127_180020/108660902/ccs	0.226	["INTRACHROMOSOMAL[chr17:10.64Mb]"]	0.226	1.0	True
NCOR1--TRPC4AP	1	NCOR1	3051	chr17:16215362:-	TRPC4AP	65361	chr20:35057571:-	ONLY_REF_SPLICE	m64139_220127_180020/162138180/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr20]"]	0.226	1.0	True
NDFIP2--RBM26	1	NDFIP2	5992	chr13:79520975:+	RBM26	26844	chr13:79378907:-	ONLY_REF_SPLICE	m64139_220127_180020/151980366/ccs	0.226	["INTRACHROMOSOMAL[chr13:0.07Mb]","LOCAL_INVERSION:+:-:[74647]"]	0.226	1.0	True
NDUFA10--CDKAL1	1	NDUFA10	11981	chr2:240005210:-	CDKAL1	50771	chr6:20649293:+	ONLY_REF_SPLICE	m64139_220127_180020/132842778/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr6]"]	0.226	1.0	True
NDUFA8--MRPS27	1	NDUFA8	1153	chr9:122159627:-	MRPS27	18593	chr5:72297702:-	ONLY_REF_SPLICE	m64139_220127_180020/103811168/ccs	0.226	["INTERCHROMOSOMAL[chr9--chr5]"]	0.226	1.0	True
NDUFB2--PTPN12	1	NDUFB2	9315	chr7:140704969:+	PTPN12	30898	chr7:77607235:+	ONLY_REF_SPLICE	m64139_220127_180020/126617421/ccs	0.226	["INTRACHROMOSOMAL[chr7:63.05Mb]"]	0.226	1.0	True
NDUFB8--ARHGAP17	1	NDUFB8	3058	chr10:100526975:-	ARHGAP17	10937	chr16:24979005:-	ONLY_REF_SPLICE	m64139_220127_180020/90178224/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr16]"]	0.226	1.0	True
NEK7--PTPRC	1	NEK7	1283	chr1:198157276:+	PTPRC	25224	chr1:198692347:+	ONLY_REF_SPLICE	m64139_220127_180020/135201321/ccs	0.226	["ChimerSeq","TCGA_StarF2019","INTRACHROMOSOMAL[chr1:0.32Mb]"]	0.226	1.0	True
NEU3--CLNS1A	1	NEU3	1876	chr11:74989154:+	CLNS1A	18562	chr11:77625818:-	ONLY_REF_SPLICE	m64139_220127_180020/116786526/ccs	0.226	["INTRACHROMOSOMAL[chr11:2.50Mb]"]	0.226	1.0	True
OAZ1--PPP1R12C	1	OAZ1	1236	chr19:2269744:+	PPP1R12C	17740	chr19:55096335:-	ONLY_REF_SPLICE	m64139_220127_180020/138806434/ccs	0.226	["INTRACHROMOSOMAL[chr19:52.82Mb]"]	0.226	1.0	True
OGT--EPC1	1	OGT	6251	chrX:71544635:+	EPC1	33470	chr10:32305931:-	ONLY_REF_SPLICE	m64139_220127_180020/148833256/ccs	0.226	["INTERCHROMOSOMAL[chrX--chr10]"]	0.226	1.0	True
POLR3G--TM9SF4	1	POLR3G	11064	chr5:90506674:+	TM9SF4	18896	chr20:32133013:+	ONLY_REF_SPLICE	m64139_220127_180020/104007420/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr20]"]	0.226	1.0	True
OIP5-AS1--AKNA	1	OIP5-AS1	3143	chr15:41286100:+	AKNA	49282	chr9:114358167:-	ONLY_REF_SPLICE	m64139_220127_180020/171640993/ccs	0.226	["INTERCHROMOSOMAL[chr15--chr9]"]	0.226	1.0	True
PIAS2--BAZ1A	1	PIAS2	20065	chr18:46827959:-	BAZ1A	42088	chr14:34862322:-	ONLY_REF_SPLICE	m64139_220127_180020/97584507/ccs	0.226	["INTERCHROMOSOMAL[chr18--chr14]"]	0.226	1.0	True
PIAS2--FXR1	1	PIAS2	10629	chr18:46890580:-	FXR1	46327	chr3:180933334:+	ONLY_REF_SPLICE	m64139_220127_180020/58787920/ccs	0.226	["INTERCHROMOSOMAL[chr18--chr3]"]	0.226	1.0	True
PIGF--TBC1D32	1	PIGF	6588	chr2:46592475:-	TBC1D32	47962	chr6:121115241:-	ONLY_REF_SPLICE	m64139_220127_180020/131728455/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr6]"]	0.226	1.0	True
PIGG--NCOA1	1	PIGG	9351	chr4:516185:+	NCOA1	32590	chr2:24564295:+	ONLY_REF_SPLICE	m64139_220127_180020/96273077/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr2]"]	0.226	1.0	True
PIGG--RAB5A	1	PIGG	8138	chr4:508970:+	RAB5A	34440	chr3:19978310:+	ONLY_REF_SPLICE	m64139_220127_180020/119409432/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr3]"]	0.226	1.0	True
PIGN--CD226	1	PIGN	18969	chr18:62138243:-	CD226	69758	chr18:69873246:-	ONLY_REF_SPLICE	m64139_220127_180020/33360679/ccs	0.226	["INTRACHROMOSOMAL[chr18:7.64Mb]"]	0.226	1.0	True
PIK3AP1--PDXDC1	1	PIK3AP1	10780	chr10:96645473:-	PDXDC1	31594	chr16:14997753:+	ONLY_REF_SPLICE	m64139_220127_180020/180488314/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr16]"]	0.226	1.0	True
PIK3R6--FUS	1	PIK3R6	4387	chr17:8838564:-	FUS	24117	chr16:31183858:+	ONLY_REF_SPLICE	m64139_220127_180020/124192392/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr16]"]	0.226	1.0	True
